,P ms^-1,dP/P,A,P cms^-1
0,3.2943704999493387e-10,2.373344388208225,902.6096013387049,3.294370499949339e-08
1,-1.4670283958063659e-09,-0.6241749377577044,2034.2528305053702,-1.467028395806366e-07
2,9.224391431108434e-10,0.6062686085977179,1748.7439763387038,9.224391431108435e-08
3,4.10076428806716e-10,2.9082177792106942,2028.5710596720369,4.10076428806716e-08
4,-3.529199470326875e-09,-0.2467241396479424,2199.49970550537,-3.529199470326875e-07
5,-3.0442458058633654e-10,-0.9601179849362131,3159.3585596720363,-3.0442458058633655e-08
6,-7.481266305133982e-10,-0.873188488468394,2306.24501800537,-7.481266305133982e-08
7,1.8263312810180283e-11,29.32845170795477,2014.0366846720367,1.8263312810180283e-09
8,-2.671869550137193e-09,-0.27230369754302475,1828.6721013387037,-2.671869550137193e-07
9,8.044236928365025e-10,2.2007470682016015,2422.639288838703,8.044236928365025e-08
10,7.507519724114571e-10,0.4510957570185408,2627.8106430053695,7.507519724114572e-08
11,3.3770471006758284e-09,0.14602142007325664,1603.8997055053705,3.3770471006758285e-07
12,4.645825604233821e-10,1.633769432762354,2204.3439763387037,4.645825604233821e-08
13,2.924436478514585e-10,1.4769597939621153,1457.6981430053709,2.924436478514585e-08
14,7.559182114999404e-10,0.4134401621907686,2838.9210596720363,7.559182114999404e-08
15,1.3691774630414787e-09,0.8585373786555284,3347.3096013387026,1.3691774630414787e-07
16,1.7702007608389094e-09,0.40757120755612575,1046.8632471720382,1.7702007608389095e-07
17,-2.2267924552517e-09,-0.17756007887138026,860.5330388387049,-2.2267924552517e-07
18,-8.72906205320993e-09,-0.17170384817521836,831.6856430053715,-8.72906205320993e-07
19,-2.720010108487655e-09,-0.2735112887377036,2054.4752263387036,-2.7200101084876546e-07
20,1.4952495519523793e-09,0.33359386763830196,1650.4202031453458,1.4952495519523792e-07
21,-9.256022807877758e-10,-0.8886495118791227,1243.6457239786785,-9.256022807877758e-08
22,6.255005230118645e-10,0.4226365690913441,1431.1780156453453,6.255005230118644e-08
23,-1.1186740448143111e-09,-0.9245529672740321,2848.75978647868,-1.1186740448143111e-07
24,3.74304091635291e-09,0.12216037707339321,1983.1972864786796,3.74304091635291e-07
25,2.640777050853538e-09,0.2421238595378263,1676.7931198120125,2.6407770508535377e-07
26,7.042217876029002e-09,0.18294596996741316,2240.5415573120126,7.042217876029002e-07
27,7.948901589671423e-09,0.06614077401515575,3590.9769739786802,7.948901589671423e-07
28,4.6996513668083965e-09,0.20921165097593117,2536.15197397868,4.6996513668083963e-07
29,-5.096723568272266e-10,-1.6394975064349555,2317.1160364786792,-5.096723568272266e-08
30,-3.119256395357254e-09,-0.2905287567962816,1515.1931198120121,-3.119256395357254e-07
31,8.370545104957776e-09,0.058540889166419634,1645.1420781453455,8.370545104957776e-07
32,4.41442563963007e-11,18.108199577117844,1576.7696823120123,4.41442563963007e-09
33,1.72814980062197e-09,0.2754634182775905,1751.562911478679,1.72814980062197e-07
34,9.210574055333614e-09,0.030865660822392164,3241.95353647868,9.210574055333614e-07
35,-4.115941533049943e-10,-1.133396796262949,1533.4673044840504,-4.115941533049943e-08
36,2.74706198100093e-11,24.169574354552328,832.8324086507165,2.7470619810009303e-09
37,3.6447010158527067e-09,0.21100984185259453,1694.5272003173839,3.644701015852707e-07
